brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,price,engine_liters,cylinders,turbo,horsepower
INFINITI,QX60 Base,2016,71000.0,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,21500.0,4.2,6.0,False,265
Lexus,RX 350 Base,2012,160900.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,15000.0,-1.0,6.0,False,270
Dodge,Charger Scat Pack,2020,40208.0,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,At least 1 accident or damage reported,38000.0,4.4,8.0,False,485
Lexus,IS 350 Base,2017,77300.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,30000.0,3.6,6.0,False,306
Nissan,NV200 SV,2017,16700.0,Gasoline,131.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,26500.0,3.6,4.0,False,131
Subaru,Impreza 2.0i Premium,2013,112000.0,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Beige,None reported,9999.0,2.0,4.0,False,148
BMW,M3 Base,2016,55250.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,White,None reported,49999.0,6.2,6.0,False,425
INFINITI,QX80 Luxe,2020,69000.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,31450.0,6.2,8.0,False,400
Rolls-Royce,Phantom,2023,1560.0,,,–,Tempest,Cobalt Blue,None reported,599995.0,3.5,-1.0,False,-1
Ford,Mustang GT Premium,2016,40570.0,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,30490.0,3.5,8.0,False,435
Toyota,RAV4 TRD Off Road,2020,46500.0,Gasoline,203.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,35200.0,1.8,4.0,False,203
Honda,S2000 Base,2000,26900.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Silver,Red,None reported,35000.0,3.0,4.0,False,240
Jeep,Gladiator Sport,2021,5779.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Firecracker Red Clearcoat,Black,None reported,41329.0,1.6,6.0,False,-1
Ford,Bronco Big Bend Advanced,2023,12000.0,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,–,None reported,54000.0,3.0,4.0,False,275
Ford,Expedition Timberline,2022,30301.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Dark Matter Metallic,Deep Cypress,None reported,68420.0,4.0,6.0,True,-1
Toyota,Sequoia TRD Pro,2023,600.0,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Orange,Black,None reported,91995.0,4.0,6.0,False,437
Plymouth,Prowler Base,2001,22300.0,Gasoline,253.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Gray,None reported,28500.0,3.0,6.0,False,253
Alfa,Romeo Giulia Ti,2023,9275.0,Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Alfa White,Black,None reported,43900.0,2.0,-1.0,True,-1
Chevrolet,Suburban 1500 LS,2004,171750.0,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,White,Beige,At least 1 accident or damage reported,12998.0,3.0,8.0,False,295
Mitsubishi,Lancer Evolution GSR,2013,76500.0,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,28000.0,5.3,4.0,False,291
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,49000.0,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Brown,At least 1 accident or damage reported,42995.0,3.5,6.0,False,385
Audi,R8 5.2 quattro Spyder,2011,75000.0,Gasoline,525.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,At least 1 accident or damage reported,74000.0,2.0,10.0,False,525
Ford,Escape XLT,2007,133300.0,Gasoline,153.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Silver,None reported,3000.0,4.4,4.0,False,153
BMW,X5 3.0si,2007,99700.0,Gasoline,260.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,8500.0,3.5,6.0,False,260
Chevrolet,Camaro 2LT,2011,126700.0,Gasoline,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,14000.0,4.0,6.0,False,312
BMW,340 i,2016,28000.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,None reported,36995.0,1.5,6.0,False,320
Mercedes-Benz,SL-Class SL 550,2012,21300.0,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Red,At least 1 accident or damage reported,38500.0,6.4,8.0,False,382
Cadillac,Escalade Platinum,2019,92000.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,51900.0,2.0,8.0,False,420
Chevrolet,Silverado 3500 LTZ,2018,92149.0,Diesel,6.6L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Black,Jet Black,None reported,52889.0,3.0,8.0,True,-1
Lexus,RC F Base,2015,25756.0,Gasoline,467.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,49995.0,3.0,8.0,False,467
Kia,Forte GT-Line,2021,24534.0,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,None reported,21900.0,3.8,4.0,False,147
Land,Rover Range Rover Sport Supercharged Dynamic,2018,58100.0,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,53499.0,5.6,8.0,False,518
Nissan,Titan S,2017,20220.0,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,32324.0,3.5,8.0,False,390
Honda,Accord EX-L 2.0T,2019,40069.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,27500.0,3.0,4.0,False,252
Subaru,WRX Base,2017,60930.0,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,23750.0,3.5,4.0,False,268
Audi,A4 2.0T Titanium Premium,2019,7300.0,Gasoline,188.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,27900.0,4.8,4.0,False,188
Ford,Mustang EcoBoost Premium,2018,34000.0,,,A/T,Blue,Gray,At least 1 accident or damage reported,25000.0,2.0,-1.0,False,-1
Chevrolet,Avalanche 1500 LS,2012,56000.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Black,At least 1 accident or damage reported,18000.0,4.8,8.0,False,320
Mercedes-Benz,CLA-Class CLA 250,2014,136000.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,12000.0,3.0,4.0,False,208
BMW,228 Gran Coupe i xDrive,2020,31100.0,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,None reported,26999.0,3.5,4.0,False,228
Maserati,GranTurismo Base,2012,12100.0,Gasoline,440.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,37900.0,1.6,8.0,False,440
Ford,Expedition Platinum,2021,51902.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Red,Ceramic,None reported,57480.0,2.0,6.0,True,-1
Audi,S4 Base,2007,93000.0,Gasoline,340.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,10995.0,2.0,8.0,False,340
Land,Rover Range Rover Sport Supercharged HSE,2016,99915.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,White,At least 1 accident or damage reported,26500.0,5.3,6.0,False,340
Chevrolet,Tahoe LTZ,2007,177000.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,Gold,Beige,At least 1 accident or damage reported,10750.0,2.0,8.0,False,320
Nissan,Xterra S,2008,100900.0,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,6999.0,3.0,6.0,False,261
INFINITI,Q60 3.0T Premium,2017,107380.0,Gasoline,300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,At least 1 accident or damage reported,17500.0,5.3,6.0,False,300
Ford,F-150 Raptor,2021,32957.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Oxford White,Black,None reported,77900.0,6.2,6.0,True,-1
Acura,TLX Base,2016,45000.0,Gasoline,206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Blue,None reported,16500.0,6.0,4.0,False,206
Nissan,Frontier SV,2013,67000.0,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,None reported,15500.0,3.6,6.0,False,261
Chevrolet,Camaro 1SS,2021,12600.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,47000.0,5.6,8.0,False,455
Porsche,Panamera 4,2018,24882.0,Gasoline,330.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,59800.0,2.0,6.0,False,330
Acura,TLX PMC Edition,2020,6900.0,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Black,None reported,43500.0,4.4,6.0,False,290
Kia,Sorento EX V6,2019,66075.0,Gasoline,3.3L V6 24V GDI DOHC,8-Speed Automatic,Titanium Silver,Satin Black,None reported,23754.0,3.0,6.0,False,-1
Hyundai,Palisade SEL,2021,68050.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,29600.0,5.7,6.0,False,291
Ford,F-250 Lariat,2017,128000.0,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Black,None reported,50000.0,2.0,8.0,False,440
BMW,430 i,2021,9472.0,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Blue,None reported,51000.0,2.4,4.0,False,255
Mitsubishi,Lancer GTS,2009,185963.0,Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Orange,Gray,At least 1 accident or damage reported,5100.0,5.0,4.0,False,168
Nissan,NV200 S,2019,52000.0,Gasoline,131.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Gray,At least 1 accident or damage reported,19500.0,2.0,4.0,False,131
Buick,Enclave Leather,2015,68653.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,18950.0,3.6,6.0,False,288
Lexus,RX 330 Base,2004,151896.0,Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,7900.0,5.0,6.0,False,230
Lexus,RX 450h F Sport,2019,43671.0,Hybrid,3.5L V6 24V PDI DOHC Hybrid,Automatic CVT,Caviar,Rioja Red,None reported,44950.0,4.0,6.0,False,-1
Ford,F-250 Lariat,2017,72128.0,E85 Flex Fuel,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,White,Camel,None reported,45985.0,5.7,8.0,False,-1
Kia,Forte Koup EX,2013,134207.0,Gasoline,156.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,–,At least 1 accident or damage reported,5500.0,-1.0,4.0,False,156
GMC,Terrain SLE,2020,26470.0,Gasoline,1.5L I4 16V GDI DOHC Turbo,9-Speed Automatic,Summit White,Jet Black,None reported,29900.0,5.7,-1.0,True,-1
Porsche,Macan Base,2018,82300.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,35000.0,2.0,4.0,False,252
Lexus,RC 350 Base,2015,124000.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Blue,None reported,24000.0,2.0,6.0,False,306
Audi,S4 3.0T Premium Plus,2020,23823.0,Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,Tango Red Metallic,Black,None reported,49995.0,3.5,6.0,True,-1
GMC,Yukon SLT,2002,222600.0,Gasoline,275.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Beige,None reported,4999.0,5.0,8.0,False,275
Lamborghini,Urus Base,2021,9500.0,Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,279900.0,1.5,8.0,False,641
INFINITI,QX60 Base,2014,154247.0,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,12500.0,2.5,6.0,False,265
Chevrolet,Silverado 2500 LTZ H/D Extended Cab,2008,128000.0,Gasoline,353.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,Black,None reported,23500.0,2.0,8.0,False,353
Maserati,GranTurismo Base,2008,70000.0,Gasoline,405.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,At least 1 accident or damage reported,13000.0,3.5,8.0,False,405
Acura,Integra GS-R,1995,123000.0,,,5-Speed M/T,White,Blue,None reported,10999.0,1.5,-1.0,False,-1
BMW,X6 M Base,2016,52375.0,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,At least 1 accident or damage reported,48600.0,2.0,8.0,False,567
Chrysler,300 S,2016,100574.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,17500.0,6.8,6.0,False,300
Chrysler,300 Base,2014,85000.0,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,–,At least 1 accident or damage reported,11250.0,3.0,6.0,False,292
Acura,RDX w/A-Spec Package,2023,3959.0,Gasoline,2.0 Liter DOHC Turbo,Automatic,White,Black,None reported,48998.0,3.5,-1.0,True,-1
Chevrolet,Corvette Stingray w/1LT,2021,10400.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,72900.0,3.5,8.0,False,490
Chevrolet,Camaro 1SS,2019,19200.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,41500.0,2.0,8.0,False,455
Mercedes-Benz,E-Class E 350 4MATIC,2013,81000.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,13000.0,4.0,6.0,False,302
Ford,F-150 Raptor,2022,17451.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Oxford White,Rhapsody Blue,None reported,77900.0,3.6,6.0,True,-1
Nissan,Versa 1.8 S,2011,165000.0,Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Black,–,None reported,4000.0,5.3,4.0,False,122
BMW,M3 CS,2024,124.0,Gasoline,543.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Black,None reported,145000.0,4.0,6.0,False,543
Hyundai,Accent GLS,2013,117500.0,Gasoline,138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,6500.0,3.5,4.0,False,138
Mercedes-Benz,S-Class S 450 4MATIC,2018,72500.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,60000.0,6.2,6.0,False,362
Porsche,911 GT3,2023,265.0,Gasoline,4.0L H6 24V GDI DOHC,6-Speed Manual,Black,Gray,None reported,279950.0,3.0,-1.0,False,-1
Mercedes-Benz,AMG GT 63 S 4-Door,2020,21214.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Obsidian Black Metallic,Black,None reported,117900.0,1.6,8.0,True,-1
Audi,Q5 3.0 TDI Premium Plus,2014,55564.0,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,22500.0,6.0,6.0,False,240
Volvo,XC60 T5 R-Design,2019,43500.0,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,30000.0,3.0,4.0,False,250
Mercedes-Benz,AMG GT 53 Base,2019,35000.0,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Black,None reported,83000.0,3.6,6.0,False,429
GMC,Yukon SLT,2017,92031.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,30000.0,4.8,8.0,False,355
Lexus,GS 350 Base,2016,128032.0,Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,18000.0,3.8,6.0,False,311
Jaguar,XF 25t Premium,2018,18800.0,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,26000.0,3.7,4.0,False,247
BMW,M8 Gran Coupe Competition,2023,2900.0,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Gray,None reported,117500.0,2.7,8.0,False,617
Honda,Ridgeline Black Edition,2017,91600.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,26000.0,3.8,6.0,False,280
Toyota,4Runner SR5,2019,91843.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,At least 1 accident or damage reported,30500.0,6.2,6.0,False,270
Ford,Bronco Sport Outer Banks,2021,28105.0,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Kodiak Brown Metallic,Ebony,None reported,32455.0,1.4,-1.0,True,-1
Dodge,Charger R/T 392,2017,73350.0,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,37000.0,4.6,8.0,False,485
Mercedes-Benz,GLC 300 GLC 300,2022,11875.0,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,41598.0,4.4,-1.0,True,-1
INFINITI,Q50 3.0t Signature Edition,2017,67000.0,Gasoline,300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,23000.0,3.0,6.0,False,300
BMW,340 i,2016,117660.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,19500.0,3.8,6.0,False,320
Pontiac,Firebird Trans Am,2001,71448.0,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,None reported,10500.0,3.5,6.0,False,200
Nissan,NV Passenger NV3500 HD SV V8,2015,86000.0,Gasoline,317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,29500.0,5.0,8.0,False,317
Lexus,ES 350 Base,2020,15324.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Black,Black,At least 1 accident or damage reported,33364.0,1.8,6.0,False,-1
BMW,135 is,2013,29400.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,29000.0,6.2,6.0,False,320
Lexus,IS 300 Base,2017,68871.0,Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Red,None reported,28450.0,4.6,6.0,False,255
Porsche,Cayenne S,2012,126000.0,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,17999.0,3.5,8.0,False,400
Pontiac,Solstice GXP,2007,25718.0,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Yellow,Black,None reported,17900.0,5.3,4.0,False,260
Porsche,Panamera Turbo,2015,67210.0,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,51950.0,3.2,8.0,False,520
BMW,X6 xDrive35i,2018,27214.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,40950.0,2.5,6.0,False,300
Ford,F-150 Limited,2019,42728.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,45950.0,3.0,6.0,False,450
MINI,Cooper S Base,2010,97395.0,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,6699.0,3.8,4.0,False,172
Mazda,Mazda3 i SV,2015,91700.0,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,12000.0,3.9,4.0,False,155
Mitsubishi,Lancer Evolution MR,2011,94500.0,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,27000.0,3.6,4.0,False,291
Chevrolet,Tahoe LTZ,2014,196300.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,10995.0,3.5,8.0,False,320
Cadillac,CTS 3.6L Luxury,2015,54259.0,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Majestic Plum Metallic,Light Platinum / Jet Black,None reported,19425.0,3.5,6.0,False,-1
Acura,RDX w/Advance Package,2021,36267.0,Gasoline,2.0 Liter Turbo,Automatic,White,Parchment,None reported,39798.0,3.5,-1.0,True,-1
Land,Rover Range Rover Sport Supercharged HSE,2015,175000.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,19500.0,-1.0,6.0,False,340
Chevrolet,Suburban 1500 LTZ,2015,159000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,26900.0,2.0,8.0,False,355
Chevrolet,Camaro 2SS,2016,74000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,32000.0,3.0,8.0,False,455
Chevrolet,Silverado 1500 Hybrid 1HY,2011,82963.0,Hybrid,332.0HP 6.0L 8 Cylinder Engine Gas/Electric Hybrid,4-Speed A/T,White,Black,None reported,20995.0,3.6,8.0,False,332
Cadillac,XT5 Luxury,2019,54323.0,Gasoline,3.6 Liter DOHC,Automatic,Red,Beige,None reported,27998.0,6.0,-1.0,False,-1
Nissan,Armada SL,2019,59980.0,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,29000.0,6.2,8.0,False,390
Audi,Q5 S line Premium,2022,10120.0,Hybrid,2.0 Liter TFSI,Automatic,Navarre Blue,Gray,None reported,39998.0,6.5,-1.0,False,-1
BMW,X6 M Base,2017,25000.0,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,65000.0,4.0,8.0,False,567
BMW,740 i,2012,126000.0,Gasoline,326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,12700.0,3.8,6.0,False,326
Toyota,Sequoia TRD Pro,2020,37428.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,61599.0,4.2,8.0,False,381
Volkswagen,Jetta GLI,2014,99499.0,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,15000.0,2.4,4.0,False,210
Honda,Crosstour EX-L,2012,90742.0,Gasoline,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,12980.0,3.0,4.0,False,192
Land,Rover Range Rover Sport Supercharged,2014,125000.0,E85 Flex Fuel,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,8-Speed A/T,White,Brown,At least 1 accident or damage reported,22500.0,3.6,8.0,False,510
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,2018,71669.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,20000.0,2.0,4.0,False,240
Cadillac,XT5 Luxury,2019,44692.0,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Bronze Dune Metallic,Shara Beige,None reported,32368.0,4.2,6.0,False,-1
Jaguar,F-TYPE R,2018,16002.0,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,74900.0,2.0,8.0,False,550
Toyota,FJ Cruiser Base,2014,86000.0,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,41500.0,3.6,6.0,False,260
Toyota,Tundra SR5,2019,56000.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,42000.0,4.4,8.0,False,381
Nissan,300ZX Base,1993,168000.0,,,5-Speed M/T,White,Black,None reported,7000.0,4.4,-1.0,False,-1
RAM,1500 Sport,2017,41789.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,At least 1 accident or damage reported,42500.0,2.0,8.0,False,395
Ford,Focus SE,2014,60109.0,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,None reported,9499.0,2.0,4.0,False,160
Mercedes-Benz,GLE 350 Base 4MATIC,2020,48000.0,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,49995.0,3.0,4.0,False,255
Acura,TL Type S,2008,122000.0,Gasoline,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,11500.0,4.4,6.0,False,286
Land,Rover Range Rover HSE,2012,102800.0,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,None reported,16000.0,3.5,8.0,False,385
